State,Year,Quarter,Transacion_type,Transacion_count,Transacion_amount,Latitude,Longitude
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988356,20.2666,73.0169
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507,20.2666,73.0169
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018,20.2666,73.0169
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775,20.2666,73.0169
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498823,20.2666,73.0169
delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412,28.6448,77.2167
delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358,28.6448,77.2167
delhi,2018,1,Merchant payments,339809,375393115.19131327,28.6448,77.2167
delhi,2018,1,Financial Services,136240,45588429.27157573,28.6448,77.2167
delhi,2018,1,Others,318588,344277514.7923026,28.6448,77.2167
delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349,28.6448,77.2167
delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837,28.6448,77.2167
delhi,2018,2,Merchant payments,837001,631597790.6002588,28.6448,77.2167
delhi,2018,2,Financial Services,205991,66584728.19594695,28.6448,77.2167
delhi,2018,2,Others,276278,321754664.4984691,28.6448,77.2167
delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217,28.6448,77.2167
delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241,28.6448,77.2167
delhi,2018,3,Merchant payments,3808395,1048422633.7093576,28.6448,77.2167
delhi,2018,3,Financial Services,274526,45051151.35143036,28.6448,77.2167
delhi,2018,3,Others,601339,350405916.1523186,28.6448,77.2167
delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772,28.6448,77.2167
delhi,2018,4,Merchant payments,9958967,2738429838.939273,28.6448,77.2167
delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066,28.6448,77.2167
delhi,2018,4,Financial Services,265004,58162003.43614492,28.6448,77.2167
delhi,2018,4,Others,1506866,575852739.0031943,28.6448,77.2167
delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173,28.6448,77.2167
delhi,2019,1,Merchant payments,13875931,3996618719.79948,28.6448,77.2167
delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212,28.6448,77.2167
delhi,2019,1,Financial Services,223095,30997039.697555836,28.6448,77.2167
delhi,2019,1,Others,1947036,670171769.6522964,28.6448,77.2167
delhi,2019,2,Merchant payments,20891431,6816878922.844399,28.6448,77.2167
delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435,28.6448,77.2167
delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765,28.6448,77.2167
delhi,2019,2,Financial Services,137774,33985068.68378611,28.6448,77.2167
delhi,2019,2,Others,2702543,866678928.4439986,28.6448,77.2167
delhi,2019,3,Merchant payments,29453368,9857221391.94036,28.6448,77.2167
delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778,28.6448,77.2167
delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487,28.6448,77.2167
delhi,2019,3,Financial Services,92061,27952186.986432005,28.6448,77.2167
delhi,2019,3,Others,3657065,1000670778.347806,28.6448,77.2167
delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38445,28.6448,77.2167
delhi,2019,4,Merchant payments,32537378,12864577363.070576,28.6448,77.2167
delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845,28.6448,77.2167
delhi,2019,4,Financial Services,57063,21512527.973989222,28.6448,77.2167
delhi,2019,4,Others,3500565,779367300.4732571,28.6448,77.2167
delhi,2020,1,Merchant payments,33951545,14470782771.054684,28.6448,77.2167
delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667,28.6448,77.2167
delhi,2020,1,Recharge & bill payments,12822919,9498791147.929192,28.6448,77.2167
delhi,2020,1,Financial Services,46529,39908838.24852887,28.6448,77.2167
delhi,2020,1,Others,2515816,619460878.9909673,28.6448,77.2167
delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175,28.6448,77.2167
delhi,2020,2,Merchant payments,24963931,12708327043.868336,28.6448,77.2167
delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596,28.6448,77.2167
delhi,2020,2,Financial Services,64790,75405868.16164647,28.6448,77.2167
delhi,2020,2,Others,288854,162694793.15869594,28.6448,77.2167
delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637,28.6448,77.2167
delhi,2020,3,Merchant payments,40973792,21858176583.0589,28.6448,77.2167
delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546,28.6448,77.2167
delhi,2020,3,Financial Services,85689,114341865.2645722,28.6448,77.2167
delhi,2020,3,Others,485401,234194502.8442282,28.6448,77.2167
delhi,2020,4,Merchant payments,54581166,31106554562.7951,28.6448,77.2167
delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488,28.6448,77.2167
delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857,28.6448,77.2167
delhi,2020,4,Financial Services,114862,160007919.76894268,28.6448,77.2167
delhi,2020,4,Others,1349515,530676173.2537967,28.6448,77.2167
delhi,2021,1,Merchant payments,72615587,39861532639.01234,28.6448,77.2167
delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936,28.6448,77.2167
delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738,28.6448,77.2167
delhi,2021,1,Financial Services,153039,203106852.42387852,28.6448,77.2167
delhi,2021,1,Others,1468676,592745151.8683048,28.6448,77.2167
delhi,2021,2,Merchant payments,75620295,42933366743.23575,28.6448,77.2167
delhi,2021,2,Peer-to-peer payments,68497718,223034955527.7532,28.6448,77.2167
delhi,2021,2,Recharge & bill payments,25026678,15310096462.746449,28.6448,77.2167
delhi,2021,2,Financial Services,158170,190019761.497414,28.6448,77.2167
delhi,2021,2,Others,854403,472659189.30861247,28.6448,77.2167
delhi,2021,3,Merchant payments,115250887,64006915630.53262,28.6448,77.2167
delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47,28.6448,77.2167
delhi,2021,3,Recharge & bill payments,28427032,20934734871.90896,28.6448,77.2167
delhi,2021,3,Financial Services,144460,220660990.2206633,28.6448,77.2167
delhi,2021,3,Others,1645353,690472449.1489255,28.6448,77.2167
delhi,2021,4,Merchant payments,149204611,88990516304.07437,28.6448,77.2167
delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598,28.6448,77.2167
delhi,2021,4,Recharge & bill payments,30127352,22290161823.24864,28.6448,77.2167
delhi,2021,4,Financial Services,199280,287950130.24921745,28.6448,77.2167
delhi,2021,4,Others,771824,569713470.6592032,28.6448,77.2167
delhi,2022,1,Merchant payments,174454937,98212381475.5724,28.6448,77.2167
delhi,2022,1,Peer-to-peer payments,125111881,415305045689.3095,28.6448,77.2167
delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938,28.6448,77.2167
delhi,2022,1,Financial Services,195184,271039329.10874933,28.6448,77.2167
delhi,2022,1,Others,1801878,693588769.393249,28.6448,77.2167
delhi,2022,2,Merchant payments,233412802,121657706565.01256,28.6448,77.2167
delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076,28.6448,77.2167
delhi,2022,2,Recharge & bill payments,32971294,26876059610.02212,28.6448,77.2167
delhi,2022,2,Financial Services,160827,209425798.8201317,28.6448,77.2167
delhi,2022,2,Others,641727,426563425.6544647,28.6448,77.2167
delhi,2022,3,Merchant payments,276635347,134292748569.06271,28.6448,77.2167
delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385,28.6448,77.2167
delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472,28.6448,77.2167
delhi,2022,3,Financial Services,195218,265479580.4156591,28.6448,77.2167
delhi,2022,3,Others,608782,448676465.8346823,28.6448,77.2167
delhi,2022,4,Merchant payments,305621913,153114813286.24423,28.6448,77.2167
delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649,28.6448,77.2167
delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231,28.6448,77.2167
delhi,2022,4,Financial Services,228639,299454652.77800566,28.6448,77.2167
delhi,2022,4,Others,606931,477098950.5964618,28.6448,77.2167
goa,2018,1,Recharge & bill payments,85991,18273814.16270872,15.2993,74.124
goa,2018,1,Peer-to-peer payments,59651,268175048.06992975,15.2993,74.124
goa,2018,1,Merchant payments,7880,11036031.735657964,15.2993,74.124
goa,2018,1,Financial Services,1191,520105.642400422,15.2993,74.124
goa,2018,1,Others,6184,5851742.732386975,15.2993,74.124
goa,2018,2,Recharge & bill payments,120943,30994284.17044104,15.2993,74.124
goa,2018,2,Peer-to-peer payments,87878,419492232.52410376,15.2993,74.124
goa,2018,2,Merchant payments,12456,20162855.70611957,15.2993,74.124
goa,2018,2,Financial Services,1903,733429.427283199,15.2993,74.124
goa,2018,2,Others,6395,7221023.530667527,15.2993,74.124
goa,2018,3,Recharge & bill payments,158797,40314972.94208837,15.2993,74.124
goa,2018,3,Peer-to-peer payments,150297,639468418.1317002,15.2993,74.124
goa,2018,3,Merchant payments,21587,26634198.17885101,15.2993,74.124
goa,2018,3,Financial Services,1867,468171.3648398488,15.2993,74.124
goa,2018,3,Others,6963,6281208.620754639,15.2993,74.124
goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756,15.2993,74.124
goa,2018,4,Recharge & bill payments,212122,54832855.89468471,15.2993,74.124
goa,2018,4,Merchant payments,45586,66666113.92145965,15.2993,74.124
goa,2018,4,Financial Services,2523,723599.2328183289,15.2993,74.124
goa,2018,4,Others,8098,8880194.430766659,15.2993,74.124
goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646,15.2993,74.124
goa,2019,1,Recharge & bill payments,275277,78212835.0406034,15.2993,74.124
goa,2019,1,Merchant payments,74527,75946974.41483101,15.2993,74.124
goa,2019,1,Financial Services,2013,499592.0966860995,15.2993,74.124
goa,2019,1,Others,8147,9904147.90979165,15.2993,74.124
goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765,15.2993,74.124
goa,2019,2,Recharge & bill payments,278060,93218689.41694948,15.2993,74.124
goa,2019,2,Merchant payments,104592,92873008.6474504,15.2993,74.124
goa,2019,2,Financial Services,1211,515859.8076807977,15.2993,74.124
goa,2019,2,Others,10819,13325754.760758923,15.2993,74.124
goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788,15.2993,74.124
goa,2019,3,Recharge & bill payments,453806,157952854.9501171,15.2993,74.124
goa,2019,3,Merchant payments,150578,123948570.56857497,15.2993,74.124
goa,2019,3,Financial Services,1510,1282344.8444824044,15.2993,74.124
goa,2019,3,Others,11344,12515394.117688328,15.2993,74.124
goa,2019,4,Peer-to-peer payments,698728,2484453030.31845,15.2993,74.124
goa,2019,4,Recharge & bill payments,552421,205602115.14625147,15.2993,74.124
goa,2019,4,Merchant payments,250893,218404664.8638511,15.2993,74.124
goa,2019,4,Financial Services,1497,649712.8451498008,15.2993,74.124
goa,2019,4,Others,11733,14350825.325765315,15.2993,74.124
goa,2020,1,Peer-to-peer payments,817198,2851686768.653684,15.2993,74.124
goa,2020,1,Recharge & bill payments,678079,244739382.20701855,15.2993,74.124
goa,2020,1,Merchant payments,373110,298421548.1046571,15.2993,74.124
goa,2020,1,Financial Services,1762,1816477.569247236,15.2993,74.124
goa,2020,1,Others,11088,13707055.389155574,15.2993,74.124
goa,2020,2,Recharge & bill payments,758617,241196540.9379891,15.2993,74.124
goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127,15.2993,74.124
goa,2020,2,Merchant payments,221358,168591711.94693565,15.2993,74.124
goa,2020,2,Financial Services,3081,3328361.317987765,15.2993,74.124
goa,2020,2,Others,5710,3775927.611346662,15.2993,74.124
goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066,15.2993,74.124
goa,2020,3,Recharge & bill payments,696770,280187505.0339355,15.2993,74.124
goa,2020,3,Merchant payments,446880,353193881.4783259,15.2993,74.124
goa,2020,3,Financial Services,4985,6418950.466847964,15.2993,74.124
goa,2020,3,Others,7545,5112530.621144422,15.2993,74.124
goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346,15.2993,74.124
goa,2020,4,Merchant payments,1389834,1123844212.517182,15.2993,74.124
goa,2020,4,Recharge & bill payments,839199,345088772.3784919,15.2993,74.124
goa,2020,4,Financial Services,7287,10386560.386677971,15.2993,74.124
goa,2020,4,Others,14810,12846789.254236266,15.2993,74.124
goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682,15.2993,74.124
goa,2021,1,Merchant payments,2195509,1768358976.7158575,15.2993,74.124
goa,2021,1,Recharge & bill payments,880682,410604192.7268899,15.2993,74.124
goa,2021,1,Financial Services,8138,12207778.148638733,15.2993,74.124
goa,2021,1,Others,11764,12687278.26183929,15.2993,74.124
goa,2021,2,Merchant payments,1869384,1411529033.6650195,15.2993,74.124
goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256,15.2993,74.124
goa,2021,2,Recharge & bill payments,953219,383804809.3560881,15.2993,74.124
goa,2021,2,Financial Services,8303,12371843.844825167,15.2993,74.124
goa,2021,2,Others,12392,10115549.032816991,15.2993,74.124
goa,2021,3,Merchant payments,2865625,2143135314.897931,15.2993,74.124
goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299,15.2993,74.124
goa,2021,3,Recharge & bill payments,1017351,438838003.2298237,15.2993,74.124
goa,2021,3,Financial Services,8337,12943224.07382146,15.2993,74.124
goa,2021,3,Others,16145,12416377.597493527,15.2993,74.124
goa,2021,4,Merchant payments,5474662,4384250602.937038,15.2993,74.124
goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094,15.2993,74.124
goa,2021,4,Recharge & bill payments,1170180,585734312.4063727,15.2993,74.124
goa,2021,4,Financial Services,11320,17101084.66037453,15.2993,74.124
goa,2021,4,Others,23775,21819163.1997744,15.2993,74.124
goa,2022,1,Merchant payments,6364271,4682000388.389215,15.2993,74.124
goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716,15.2993,74.124
goa,2022,1,Recharge & bill payments,1177071,646403472.1135541,15.2993,74.124
goa,2022,1,Financial Services,11677,17490493.19245399,15.2993,74.124
goa,2022,1,Others,20699,20720407.595174044,15.2993,74.124
goa,2022,2,Merchant payments,7812998,5736211013.6866455,15.2993,74.124
goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306,15.2993,74.124
goa,2022,2,Recharge & bill payments,1279377,738765635.2807853,15.2993,74.124
goa,2022,2,Financial Services,10666,13192736.02810038,15.2993,74.124
goa,2022,2,Others,15071,12525197.296362752,15.2993,74.124
goa,2022,3,Merchant payments,7595135,5112175255.359402,15.2993,74.124
goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726,15.2993,74.124
goa,2022,3,Recharge & bill payments,1122869,657115143.5357426,15.2993,74.124
goa,2022,3,Financial Services,9992,12650738.420843877,15.2993,74.124
goa,2022,3,Others,11683,11368868.03761505,15.2993,74.124
goa,2022,4,Merchant payments,10319138,6739205748.43176,15.2993,74.124
goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345,15.2993,74.124
goa,2022,4,Recharge & bill payments,1195865,734121700.6400625,15.2993,74.124
goa,2022,4,Financial Services,12147,15705663.126967767,15.2993,74.124
goa,2022,4,Others,13151,13978544.178016864,15.2993,74.124
gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563,22.2587,71.1924
gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066,22.2587,71.1924
gujarat,2018,1,Merchant payments,145436,166036667.57089135,22.2587,71.1924
gujarat,2018,1,Financial Services,122117,27986679.009713165,22.2587,71.1924
gujarat,2018,1,Others,250296,186165067.5737218,22.2587,71.1924
gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953,22.2587,71.1924
gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386889,22.2587,71.1924
gujarat,2018,2,Merchant payments,275503,356984574.1205573,22.2587,71.1924
gujarat,2018,2,Financial Services,140704,38598263.22838031,22.2587,71.1924
gujarat,2018,2,Others,202928,185541007.527258,22.2587,71.1924
gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302,22.2587,71.1924
gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678533,22.2587,71.1924
gujarat,2018,3,Merchant payments,573440,466209496.8015112,22.2587,71.1924
gujarat,2018,3,Financial Services,136468,24930605.607339725,22.2587,71.1924
gujarat,2018,3,Others,219873,164477497.1394802,22.2587,71.1924
gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780197,22.2587,71.1924
gujarat,2018,4,Recharge & bill payments,6138404,2297332323.081528,22.2587,71.1924
gujarat,2018,4,Merchant payments,1656377,1088373316.0580251,22.2587,71.1924
gujarat,2018,4,Financial Services,133915,30699273.16507,22.2587,71.1924
gujarat,2018,4,Others,316405,207297005.69778407,22.2587,71.1924
gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.30865,22.2587,71.1924
gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943,22.2587,71.1924
gujarat,2019,1,Merchant payments,2493340,1296376125.175279,22.2587,71.1924
gujarat,2019,1,Financial Services,114539,19581520.569400217,22.2587,71.1924
gujarat,2019,1,Others,323272,204585378.77191535,22.2587,71.1924
gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585,22.2587,71.1924
gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602,22.2587,71.1924
gujarat,2019,2,Merchant payments,5486791,2526448415.3585706,22.2587,71.1924
gujarat,2019,2,Financial Services,70502,17349813.389733132,22.2587,71.1924
gujarat,2019,2,Others,442607,271280936.6247084,22.2587,71.1924
gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684,22.2587,71.1924
gujarat,2019,3,Merchant payments,11788077,4211116461.2911887,22.2587,71.1924
gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059,22.2587,71.1924
gujarat,2019,3,Financial Services,78609,20507001.233050577,22.2587,71.1924
gujarat,2019,3,Others,482985,256386015.2468172,22.2587,71.1924
gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778,22.2587,71.1924
gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656,22.2587,71.1924
gujarat,2019,4,Merchant payments,9964076,5480269119.720948,22.2587,71.1924
gujarat,2019,4,Financial Services,63498,20202767.26414788,22.2587,71.1924
gujarat,2019,4,Others,444434,194846362.42851496,22.2587,71.1924
gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784,22.2587,71.1924
gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899,22.2587,71.1924
gujarat,2020,1,Merchant payments,12191478,7210758662.281933,22.2587,71.1924
gujarat,2020,1,Financial Services,50753,27460255.45966168,22.2587,71.1924
gujarat,2020,1,Others,367621,165535312.39278784,22.2587,71.1924
gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006,22.2587,71.1924
gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913,22.2587,71.1924
gujarat,2020,2,Merchant payments,9645967,7196610931.561442,22.2587,71.1924
gujarat,2020,2,Financial Services,59617,53132341.3050082,22.2587,71.1924
gujarat,2020,2,Others,173543,92274135.40504412,22.2587,71.1924
gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531,22.2587,71.1924
gujarat,2020,3,Merchant payments,18338969,12749796641.785404,22.2587,71.1924
gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882,22.2587,71.1924
gujarat,2020,3,Financial Services,92278,84723188.62104335,22.2587,71.1924
gujarat,2020,3,Others,246851,124456073.24163358,22.2587,71.1924
gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36208,22.2587,71.1924
gujarat,2020,4,Merchant payments,28430460,20844321156.65293,22.2587,71.1924
gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866,22.2587,71.1924
gujarat,2020,4,Financial Services,113371,120056733.8865249,22.2587,71.1924
gujarat,2020,4,Others,373789,243470065.45681775,22.2587,71.1924
gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933,22.2587,71.1924
gujarat,2021,1,Merchant payments,35815382,26512643894.003174,22.2587,71.1924
gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842,22.2587,71.1924
gujarat,2021,1,Financial Services,126380,137612317.73580322,22.2587,71.1924
gujarat,2021,1,Others,316472,235440836.3042438,22.2587,71.1924
gujarat,2021,2,Merchant payments,42593432,33542305033.829502,22.2587,71.1924
gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194,22.2587,71.1924
gujarat,2021,2,Recharge & bill payments,27127405,13750783181.94422,22.2587,71.1924
gujarat,2021,2,Financial Services,128647,136119996.7022825,22.2587,71.1924
gujarat,2021,2,Others,349525,249278437.33914095,22.2587,71.1924
gujarat,2021,3,Merchant payments,62934471,48197579736.51646,22.2587,71.1924
gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.624,22.2587,71.1924
gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683,22.2587,71.1924
gujarat,2021,3,Financial Services,125167,163304131.1436523,22.2587,71.1924
gujarat,2021,3,Others,473656,304418273.24545926,22.2587,71.1924
gujarat,2021,4,Merchant payments,84846502,68717933161.8696,22.2587,71.1924
gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605,22.2587,71.1924
gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239,22.2587,71.1924
gujarat,2021,4,Financial Services,175393,209214620.7057898,22.2587,71.1924
gujarat,2021,4,Others,591265,377657202.7539646,22.2587,71.1924
gujarat,2022,1,Merchant payments,101648378,79563412221.78397,22.2587,71.1924
gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835,22.2587,71.1924
gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357,22.2587,71.1924
gujarat,2022,1,Financial Services,160423,187077879.3846649,22.2587,71.1924
gujarat,2022,1,Others,496289,316261089.4073821,22.2587,71.1924
gujarat,2022,2,Merchant payments,131610193,95585623258.23604,22.2587,71.1924
gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766,22.2587,71.1924
gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894,22.2587,71.1924
gujarat,2022,2,Financial Services,125180,142685436.4192669,22.2587,71.1924
gujarat,2022,2,Others,468796,278978567.1836352,22.2587,71.1924
gujarat,2022,3,Merchant payments,161264265,109018764232.99393,22.2587,71.1924
gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105,22.2587,71.1924
gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144,22.2587,71.1924
gujarat,2022,3,Financial Services,152053,162173602.84596294,22.2587,71.1924
gujarat,2022,3,Others,404941,269479241.0969004,22.2587,71.1924
gujarat,2022,4,Merchant payments,186533503,125585214989.03008,22.2587,71.1924
gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685,22.2587,71.1924
gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297,22.2587,71.1924
gujarat,2022,4,Financial Services,179101,194314203.00804448,22.2587,71.1924
gujarat,2022,4,Others,407639,295484431.2780074,22.2587,71.1924
haryana,2018,1,Recharge & bill payments,2368002,535578755.0794512,29.0588,76.0856
haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666,29.0588,76.0856
haryana,2018,1,Merchant payments,167816,173513595.3537558,29.0588,76.0856
haryana,2018,1,Financial Services,128636,27501068.01412632,29.0588,76.0856
haryana,2018,1,Others,209123,242110585.52640373,29.0588,76.0856
haryana,2018,2,Recharge & bill payments,3054284,984897276.651981,29.0588,76.0856
haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494,29.0588,76.0856
haryana,2018,2,Merchant payments,369916,334118261.45344114,29.0588,76.0856
haryana,2018,2,Financial Services,167570,38145882.44180386,29.0588,76.0856
haryana,2018,2,Others,170208,217328211.71769944,29.0588,76.0856
haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787,29.0588,76.0856
haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886,29.0588,76.0856
haryana,2018,3,Merchant payments,1003057,427387637.9335371,29.0588,76.0856
haryana,2018,3,Financial Services,100452,17323790.814170156,29.0588,76.0856
haryana,2018,3,Others,201148,190505707.4736181,29.0588,76.0856
haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868,29.0588,76.0856
haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612,29.0588,76.0856
haryana,2018,4,Merchant payments,2413446,1013407379.8963096,29.0588,76.0856
haryana,2018,4,Financial Services,120711,22252543.62175617,29.0588,76.0856
haryana,2018,4,Others,394732,267255642.26742023,29.0588,76.0856
haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907,29.0588,76.0856
haryana,2019,1,Recharge & bill payments,5576577,2202061874.536176,29.0588,76.0856
haryana,2019,1,Merchant payments,3361995,1292375556.3150868,29.0588,76.0856
haryana,2019,1,Financial Services,101786,15201736.002431491,29.0588,76.0856
haryana,2019,1,Others,473192,258437718.15887585,29.0588,76.0856
haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578,29.0588,76.0856
haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106,29.0588,76.0856
haryana,2019,2,Merchant payments,5738283,2292901816.1432047,29.0588,76.0856
haryana,2019,2,Financial Services,57488,12080285.227121718,29.0588,76.0856
haryana,2019,2,Others,655560,301748850.1804938,29.0588,76.0856
haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285,29.0588,76.0856
haryana,2019,3,Merchant payments,9386779,3615636827.8118167,29.0588,76.0856
haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641,29.0588,76.0856
haryana,2019,3,Financial Services,61503,16715100.880217994,29.0588,76.0856
haryana,2019,3,Others,829974,301378585.9978597,29.0588,76.0856
haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443,29.0588,76.0856
haryana,2019,4,Merchant payments,11615667,5253780278.236426,29.0588,76.0856
haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194,29.0588,76.0856
haryana,2019,4,Financial Services,41688,13756049.144287623,29.0588,76.0856
haryana,2019,4,Others,790808,212797749.81994924,29.0588,76.0856
haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149,29.0588,76.0856
haryana,2020,1,Merchant payments,14327020,7075196609.224878,29.0588,76.0856
haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322,29.0588,76.0856
haryana,2020,1,Financial Services,34488,25266730.1883267,29.0588,76.0856
haryana,2020,1,Others,600232,176823674.24305555,29.0588,76.0856
haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839,29.0588,76.0856
haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405,29.0588,76.0856
haryana,2020,2,Merchant payments,11527654,7393393677.758501,29.0588,76.0856
haryana,2020,2,Financial Services,48759,49209527.29146181,29.0588,76.0856
haryana,2020,2,Others,129940,75550536.67993587,29.0588,76.0856
haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024,29.0588,76.0856
haryana,2020,3,Merchant payments,20845136,12141560866.982178,29.0588,76.0856
haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496,29.0588,76.0856
haryana,2020,3,Financial Services,66457,80854296.9304013,29.0588,76.0856
haryana,2020,3,Others,186818,96375902.20346308,29.0588,76.0856
haryana,2020,4,Merchant payments,34063692,21382305452.06797,29.0588,76.0856
haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85509,29.0588,76.0856
haryana,2020,4,Recharge & bill payments,14682896,9675471300.731651,29.0588,76.0856
haryana,2020,4,Financial Services,84881,103265693.75364488,29.0588,76.0856
haryana,2020,4,Others,419181,223528573.1334415,29.0588,76.0856
haryana,2021,1,Merchant payments,39363588,23389100227.155342,29.0588,76.0856
haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61836,29.0588,76.0856
